filename,class_label,split,group_id,relative_path,file_size_bytes
angry_00009_contrast_40.jpg,angry,train,angry_00009,data\image_processed\angry\angry_00009_contrast_40.jpg,23954
angry_00009_horizontal_flip.jpg,angry,train,angry_00009,data\image_processed\angry\angry_00009_horizontal_flip.jpg,20787
angry_00009_rotation_15.jpg,angry,train,angry_00009,data\image_processed\angry\angry_00009_rotation_15.jpg,21317
angry_00010.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010.jpg,19272
angry_00010_brightness_30.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010_brightness_30.jpg,21036
angry_00010_color_jitter.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010_color_jitter.jpg,19960
angry_00010_contrast_40.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010_contrast_40.jpg,18781
angry_00010_horizontal_flip.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010_horizontal_flip.jpg,19233
angry_00010_rotation_15.jpg,angry,train,angry_00010,data\image_processed\angry\angry_00010_rotation_15.jpg,19122
angry_00012.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012.jpg,23476
angry_00012_brightness_30.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012_brightness_30.jpg,26398
angry_00012_color_jitter.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012_color_jitter.jpg,23886
angry_00012_contrast_40.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012_contrast_40.jpg,26094
angry_00012_horizontal_flip.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012_horizontal_flip.jpg,23287
angry_00012_rotation_15.jpg,angry,train,angry_00012,data\image_processed\angry\angry_00012_rotation_15.jpg,22612
angry_00013.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013.jpg,17676
angry_00013_brightness_30.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013_brightness_30.jpg,19980
angry_00013_color_jitter.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013_color_jitter.jpg,18364
angry_00013_contrast_40.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013_contrast_40.jpg,19239
angry_00013_horizontal_flip.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013_horizontal_flip.jpg,17483
angry_00013_rotation_15.jpg,angry,train,angry_00013,data\image_processed\angry\angry_00013_rotation_15.jpg,18228
angry_00014.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014.jpg,15860
angry_00014_brightness_30.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014_brightness_30.jpg,17484
angry_00014_color_jitter.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014_color_jitter.jpg,16507
angry_00014_contrast_40.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014_contrast_40.jpg,17524
angry_00014_horizontal_flip.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014_horizontal_flip.jpg,15764
angry_00014_rotation_15.jpg,angry,train,angry_00014,data\image_processed\angry\angry_00014_rotation_15.jpg,16785
angry_00015.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015.jpg,23223
angry_00015_brightness_30.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015_brightness_30.jpg,24772
angry_00015_color_jitter.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015_color_jitter.jpg,23684
angry_00015_contrast_40.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015_contrast_40.jpg,24937
angry_00015_horizontal_flip.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015_horizontal_flip.jpg,23262
angry_00015_rotation_15.jpg,angry,train,angry_00015,data\image_processed\angry\angry_00015_rotation_15.jpg,22726
angry_00016.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016.jpg,18662
angry_00016_brightness_30.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016_brightness_30.jpg,21138
angry_00016_color_jitter.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016_color_jitter.jpg,19329
angry_00016_contrast_40.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016_contrast_40.jpg,21759
angry_00016_horizontal_flip.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016_horizontal_flip.jpg,18707
angry_00016_rotation_15.jpg,angry,train,angry_00016,data\image_processed\angry\angry_00016_rotation_15.jpg,19190
angry_00017.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017.jpg,21382
angry_00017_brightness_30.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017_brightness_30.jpg,23039
angry_00017_color_jitter.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017_color_jitter.jpg,21905
angry_00017_contrast_40.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017_contrast_40.jpg,24108
angry_00017_horizontal_flip.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017_horizontal_flip.jpg,21519
angry_00017_rotation_15.jpg,angry,train,angry_00017,data\image_processed\angry\angry_00017_rotation_15.jpg,21864
angry_00018.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018.jpg,25671
angry_00018_brightness_30.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018_brightness_30.jpg,26626
angry_00018_color_jitter.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018_color_jitter.jpg,26384
angry_00018_contrast_40.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018_contrast_40.jpg,29375
angry_00018_horizontal_flip.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018_horizontal_flip.jpg,25825
angry_00018_rotation_15.jpg,angry,train,angry_00018,data\image_processed\angry\angry_00018_rotation_15.jpg,24769
angry_00020.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020.jpg,22689
angry_00020_brightness_30.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020_brightness_30.jpg,24761
angry_00020_color_jitter.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020_color_jitter.jpg,23318
angry_00020_contrast_40.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020_contrast_40.jpg,23745
angry_00020_horizontal_flip.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020_horizontal_flip.jpg,22680
angry_00020_rotation_15.jpg,angry,train,angry_00020,data\image_processed\angry\angry_00020_rotation_15.jpg,21907
angry_00022.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022.jpg,22277
angry_00022_brightness_30.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022_brightness_30.jpg,23861
angry_00022_color_jitter.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022_color_jitter.jpg,22942
angry_00022_contrast_40.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022_contrast_40.jpg,25193
angry_00022_horizontal_flip.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022_horizontal_flip.jpg,22238
angry_00022_rotation_15.jpg,angry,train,angry_00022,data\image_processed\angry\angry_00022_rotation_15.jpg,22735
angry_00023.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023.jpg,23029
angry_00023_brightness_30.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023_brightness_30.jpg,26247
angry_00023_color_jitter.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023_color_jitter.jpg,23838
angry_00023_contrast_40.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023_contrast_40.jpg,25460
angry_00023_horizontal_flip.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023_horizontal_flip.jpg,23104
angry_00023_rotation_15.jpg,angry,train,angry_00023,data\image_processed\angry\angry_00023_rotation_15.jpg,21562
angry_00024.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024.jpg,17485
angry_00024_brightness_30.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024_brightness_30.jpg,19672
angry_00024_color_jitter.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024_color_jitter.jpg,18052
angry_00024_contrast_40.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024_contrast_40.jpg,19257
angry_00024_horizontal_flip.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024_horizontal_flip.jpg,17554
angry_00024_rotation_15.jpg,angry,train,angry_00024,data\image_processed\angry\angry_00024_rotation_15.jpg,17364
angry_00026.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026.jpg,26779
angry_00026_brightness_30.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026_brightness_30.jpg,30420
angry_00026_color_jitter.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026_color_jitter.jpg,27666
angry_00026_contrast_40.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026_contrast_40.jpg,31250
angry_00026_horizontal_flip.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026_horizontal_flip.jpg,26898
angry_00026_rotation_15.jpg,angry,train,angry_00026,data\image_processed\angry\angry_00026_rotation_15.jpg,25428
angry_00028.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028.jpg,21512
angry_00028_brightness_30.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028_brightness_30.jpg,24420
angry_00028_color_jitter.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028_color_jitter.jpg,21981
angry_00028_contrast_40.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028_contrast_40.jpg,24686
angry_00028_horizontal_flip.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028_horizontal_flip.jpg,21438
angry_00028_rotation_15.jpg,angry,train,angry_00028,data\image_processed\angry\angry_00028_rotation_15.jpg,20828
angry_00029.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029.jpg,27570
angry_00029_brightness_30.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029_brightness_30.jpg,31026
angry_00029_color_jitter.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029_color_jitter.jpg,28611
angry_00029_contrast_40.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029_contrast_40.jpg,32016
angry_00029_horizontal_flip.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029_horizontal_flip.jpg,27587
angry_00029_rotation_15.jpg,angry,train,angry_00029,data\image_processed\angry\angry_00029_rotation_15.jpg,26439
angry_00031.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031.jpg,18162
angry_00031_brightness_30.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031_brightness_30.jpg,20805
angry_00031_color_jitter.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031_color_jitter.jpg,18671
angry_00031_contrast_40.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031_contrast_40.jpg,20676
angry_00031_horizontal_flip.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031_horizontal_flip.jpg,18226
angry_00031_rotation_15.jpg,angry,train,angry_00031,data\image_processed\angry\angry_00031_rotation_15.jpg,18855
angry_00033.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033.jpg,19913
angry_00033_brightness_30.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033_brightness_30.jpg,21976
angry_00033_color_jitter.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033_color_jitter.jpg,20692
angry_00033_contrast_40.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033_contrast_40.jpg,23226
angry_00033_horizontal_flip.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033_horizontal_flip.jpg,19886
angry_00033_rotation_15.jpg,angry,train,angry_00033,data\image_processed\angry\angry_00033_rotation_15.jpg,21500
angry_00034.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034.jpg,20612
angry_00034_brightness_30.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034_brightness_30.jpg,21337
angry_00034_color_jitter.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034_color_jitter.jpg,21507
angry_00034_contrast_40.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034_contrast_40.jpg,22462
angry_00034_horizontal_flip.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034_horizontal_flip.jpg,20753
angry_00034_rotation_15.jpg,angry,train,angry_00034,data\image_processed\angry\angry_00034_rotation_15.jpg,22501
angry_00035.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035.jpg,24647
angry_00035_brightness_30.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035_brightness_30.jpg,26437
angry_00035_color_jitter.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035_color_jitter.jpg,25487
angry_00035_contrast_40.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035_contrast_40.jpg,27969
angry_00035_horizontal_flip.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035_horizontal_flip.jpg,24609
angry_00035_rotation_15.jpg,angry,train,angry_00035,data\image_processed\angry\angry_00035_rotation_15.jpg,24210
angry_00036.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036.jpg,23576
angry_00036_brightness_30.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036_brightness_30.jpg,26333
angry_00036_color_jitter.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036_color_jitter.jpg,24252
angry_00036_contrast_40.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036_contrast_40.jpg,25944
angry_00036_horizontal_flip.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036_horizontal_flip.jpg,23621
angry_00036_rotation_15.jpg,angry,train,angry_00036,data\image_processed\angry\angry_00036_rotation_15.jpg,23506
angry_00037.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037.jpg,21312
angry_00037_brightness_30.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037_brightness_30.jpg,23725
angry_00037_color_jitter.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037_color_jitter.jpg,21947
angry_00037_contrast_40.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037_contrast_40.jpg,24941
angry_00037_horizontal_flip.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037_horizontal_flip.jpg,21362
angry_00037_rotation_15.jpg,angry,train,angry_00037,data\image_processed\angry\angry_00037_rotation_15.jpg,21926
angry_00038.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038.jpg,23181
angry_00038_brightness_30.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038_brightness_30.jpg,25481
angry_00038_color_jitter.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038_color_jitter.jpg,23793
angry_00038_contrast_40.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038_contrast_40.jpg,26107
angry_00038_horizontal_flip.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038_horizontal_flip.jpg,23015
angry_00038_rotation_15.jpg,angry,train,angry_00038,data\image_processed\angry\angry_00038_rotation_15.jpg,23123
angry_00039.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039.jpg,21830
angry_00039_brightness_30.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039_brightness_30.jpg,24552
angry_00039_color_jitter.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039_color_jitter.jpg,22402
angry_00039_contrast_40.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039_contrast_40.jpg,24663
angry_00039_horizontal_flip.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039_horizontal_flip.jpg,21772
angry_00039_rotation_15.jpg,angry,train,angry_00039,data\image_processed\angry\angry_00039_rotation_15.jpg,20778
angry_00040.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040.jpg,19419
angry_00040_brightness_30.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040_brightness_30.jpg,21087
angry_00040_color_jitter.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040_color_jitter.jpg,19971
angry_00040_contrast_40.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040_contrast_40.jpg,22696
angry_00040_horizontal_flip.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040_horizontal_flip.jpg,19364
angry_00040_rotation_15.jpg,angry,train,angry_00040,data\image_processed\angry\angry_00040_rotation_15.jpg,19978
angry_00041.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041.jpg,17256
angry_00041_brightness_30.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041_brightness_30.jpg,18943
angry_00041_color_jitter.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041_color_jitter.jpg,17844
angry_00041_contrast_40.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041_contrast_40.jpg,19566
angry_00041_horizontal_flip.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041_horizontal_flip.jpg,17390
angry_00041_rotation_15.jpg,angry,train,angry_00041,data\image_processed\angry\angry_00041_rotation_15.jpg,18271
angry_00042.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042.jpg,24856
angry_00042_brightness_30.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042_brightness_30.jpg,27706
angry_00042_color_jitter.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042_color_jitter.jpg,25561
angry_00042_contrast_40.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042_contrast_40.jpg,28913
angry_00042_horizontal_flip.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042_horizontal_flip.jpg,24788
angry_00042_rotation_15.jpg,angry,train,angry_00042,data\image_processed\angry\angry_00042_rotation_15.jpg,24262
angry_00043.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043.jpg,18848
angry_00043_brightness_30.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043_brightness_30.jpg,21009
angry_00043_color_jitter.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043_color_jitter.jpg,19420
angry_00043_contrast_40.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043_contrast_40.jpg,21541
angry_00043_horizontal_flip.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043_horizontal_flip.jpg,18828
angry_00043_rotation_15.jpg,angry,train,angry_00043,data\image_processed\angry\angry_00043_rotation_15.jpg,19893
angry_00045.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045.jpg,21691
angry_00045_brightness_30.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045_brightness_30.jpg,24487
angry_00045_color_jitter.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045_color_jitter.jpg,21996
angry_00045_contrast_40.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045_contrast_40.jpg,24475
angry_00045_horizontal_flip.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045_horizontal_flip.jpg,21787
angry_00045_rotation_15.jpg,angry,train,angry_00045,data\image_processed\angry\angry_00045_rotation_15.jpg,21571
angry_00047.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047.jpg,18463
angry_00047_brightness_30.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047_brightness_30.jpg,21084
angry_00047_color_jitter.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047_color_jitter.jpg,19270
angry_00047_contrast_40.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047_contrast_40.jpg,21435
angry_00047_horizontal_flip.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047_horizontal_flip.jpg,18521
angry_00047_rotation_15.jpg,angry,train,angry_00047,data\image_processed\angry\angry_00047_rotation_15.jpg,18960
angry_00049.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049.jpg,18022
angry_00049_brightness_30.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049_brightness_30.jpg,18651
angry_00049_color_jitter.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049_color_jitter.jpg,18795
angry_00049_contrast_40.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049_contrast_40.jpg,20433
angry_00049_horizontal_flip.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049_horizontal_flip.jpg,17970
angry_00049_rotation_15.jpg,angry,train,angry_00049,data\image_processed\angry\angry_00049_rotation_15.jpg,19593
angry_00050.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050.jpg,15511
angry_00050_brightness_30.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050_brightness_30.jpg,17205
angry_00050_color_jitter.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050_color_jitter.jpg,16214
angry_00050_contrast_40.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050_contrast_40.jpg,18000
angry_00050_horizontal_flip.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050_horizontal_flip.jpg,15372
angry_00050_rotation_15.jpg,angry,train,angry_00050,data\image_processed\angry\angry_00050_rotation_15.jpg,16995
angry_00051.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051.jpg,20525
angry_00051_brightness_30.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051_brightness_30.jpg,22786
angry_00051_color_jitter.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051_color_jitter.jpg,21155
angry_00051_contrast_40.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051_contrast_40.jpg,23208
angry_00051_horizontal_flip.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051_horizontal_flip.jpg,20629
angry_00051_rotation_15.jpg,angry,train,angry_00051,data\image_processed\angry\angry_00051_rotation_15.jpg,20422
angry_00052.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052.jpg,20339
angry_00052_brightness_30.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052_brightness_30.jpg,22496
angry_00052_color_jitter.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052_color_jitter.jpg,21073
angry_00052_contrast_40.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052_contrast_40.jpg,23647
angry_00052_horizontal_flip.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052_horizontal_flip.jpg,20481
angry_00052_rotation_15.jpg,angry,train,angry_00052,data\image_processed\angry\angry_00052_rotation_15.jpg,20793
angry_00053.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053.jpg,26814
angry_00053_brightness_30.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053_brightness_30.jpg,29669
angry_00053_color_jitter.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053_color_jitter.jpg,27794
angry_00053_contrast_40.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053_contrast_40.jpg,29578
angry_00053_horizontal_flip.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053_horizontal_flip.jpg,26888
angry_00053_rotation_15.jpg,angry,train,angry_00053,data\image_processed\angry\angry_00053_rotation_15.jpg,25045
angry_00054.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054.jpg,20553
angry_00054_brightness_30.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054_brightness_30.jpg,23413
angry_00054_color_jitter.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054_color_jitter.jpg,21275
angry_00054_contrast_40.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054_contrast_40.jpg,23583
angry_00054_horizontal_flip.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054_horizontal_flip.jpg,20616
angry_00054_rotation_15.jpg,angry,train,angry_00054,data\image_processed\angry\angry_00054_rotation_15.jpg,20687
angry_00055.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055.jpg,19583
angry_00055_brightness_30.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055_brightness_30.jpg,22418
angry_00055_color_jitter.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055_color_jitter.jpg,20082
angry_00055_contrast_40.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055_contrast_40.jpg,21043
angry_00055_horizontal_flip.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055_horizontal_flip.jpg,19631
angry_00055_rotation_15.jpg,angry,train,angry_00055,data\image_processed\angry\angry_00055_rotation_15.jpg,19216
angry_00056.jpg,angry,train,angry_00056,data\image_processed\angry\angry_00056.jpg,19964
angry_00056_brightness_30.jpg,angry,train,angry_00056,data\image_processed\angry\angry_00056_brightness_30.jpg,22724
angry_00056_color_jitter.jpg,angry,train,angry_00056,data\image_processed\angry\angry_00056_color_jitter.jpg,20561
